OPM Series Number,OPM Series Title,OPM Series Category,2010 SOC Code,2010 EEO Tabulation (Census) Code,2010 EEO Tabulation (Census) Occupation Title,
GS-0802,Engineering Aid,ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Architecture),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Civil),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Chemical),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Mining),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Electrical),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician,ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Materials),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Mechanical),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Nuclear),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Naval Architecture),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0895,Industrial Engineering Technician,INDUSTRIAL ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Aerospace),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0895,Industrial Engineering Aid,INDUSTRIAL ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Petroleum),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0802,Engineering Technician (Drafting),ENGINEERING TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0856,Electronics Technician,ELECTRONICS TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-0856,Electronics Aid,ELECTRONICS TECHNICAL,17-3020,GS-1550,"ENGINEERING TECHNICIANS, EXCEPT DRAFTERS 
GS-1603,"Equipment, Facilities, and Services Assistant EQUIPMENT FACILITIES  SERVICES ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1603,Facility Services Assistant,EQUIPMENT FACILITIES  SERVICES ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1603,Printing Services Assistant,EQUIPMENT FACILITIES  SERVICES ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1521,Mathematics Technician,MATHEMATICS TECHNICIAN,15-20,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS 
GS-1521,Mathematics Aid,MATHEMATICS TECHNICIAN,15-20,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS 
GS-1311,Physical Science Technician,PHYSICAL SCIENCE TECHNICIAN,19-40,1965,"MISCELLANEOUS LIFE, PHYSICAL, & SOCIAL SCIENCE TECHNICIANS, INCLUDING SOCIAL SCIENCE RESEARCH ASSISTANTS# 
GS-0404,Biological Science Aid,BIOLOGICAL SCIENCE TECHNICIAN,19-4021,GS-1910,BIOLOGICAL TECHNICIANS,
GS-0404,Biological Science Technician,BIOLOGICAL SCIENCE TECHNICIAN,19-4021,GS-1910,BIOLOGICAL TECHNICIANS,
GS-0019,Safety Technician,SAFETY TECHNICIAN,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
GS-1802,"Compliance, Inspection, and Support Technician COMPLIANCE INSPECTION  SUPPORT,13-1041,565,COMPLIANCE OFFICERS,
GS-0645,Medical Technician,MEDICAL TECHNICIAN,29-2010,3300,CLINICAL LABORATORY TECHNOLOGISTS & TECHNICIANS,
GS-0099,Student Trainee (General),GENERAL STUDENT TRAINEE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0199,Student Trainee (Social Science),SOCIAL SCIENCE STUDENT TRAINEE,19-30,1860,"MISCELLANEOUS SOCIAL SCIENTISTS, INCLUDING SURVEY RESEARCHERS & SOCIOLOGISTS# 
GS-0499,Student Trainee (Biological Sciences),BIOLOGICAL SCIENCE STUDENT TRAINEE,19-1020,1610,BIOLOGICAL SCIENTISTS,
GS-0899,Student Trainee (Engineering),ENGINEERING  ARCHITECTURE STUDENT TRAINEE,17-21,GS-1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS 
GS-1399,Student Trainee (Physical Sciences),PHYSICAL SCIENCE STUDENT TRAINEE,19-2099,1760,"PHYSICAL SCIENTISTS, ALL OTHER 
GS-1599,Student Trainee (Mathematics and Statistics),MATHEMATICS  STATISTICS STUDENT TRAINEE,15-20,1240,"MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS, INCLUDING MATHEMATICIANS & STATISTICIANS 
GS-0699,Student Trainee (Medical and Health),MEDICAL  HEALTH STUDENT TRAINEE,29-9000,3540,OTHER HEALTHCARE PRACTITIONERS & TECHNICAL OCCUPATIONS,
GS-0899,Student Trainee (Engineering Technician),ENGINEERING  ARCHITECTURE STUDENT TRAINEE,17-21,GS-1530,"MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS 
GS-0799,Student Trainee (Veterinary Medical Science),VETERINARY STUDENT TRAINEE,29-1131,3250,VETERINARIANS,
GS-1020,Illustrator,ILLUSTRATING,27-1010,2600,ARTISTS & RELATED WORKERS,
GS-1060,Photographer,PHOTOGRAPHY,27-4021,2910,PHOTOGRAPHERS,
GS-1060,Photographer (Laboratory),PHOTOGRAPHY,27-4021,2910,PHOTOGRAPHERS,
GS-1060,Photographer (Scientific and Technical),PHOTOGRAPHY,27-4021,2910,PHOTOGRAPHERS,
GS-1910-1,Quality Assurance Specialist,QUALITY ASSURANCE,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER# 
GS-0809,Construction Control Representative,CONSTRUCTION CONTROL TECHNICAL,47-4011,6660,CONSTRUCTION & BUILDING INSPECTORS,
GS-0809,Construction Control Inspector,CONSTRUCTION CONTROL TECHNICAL,47-4011,6660,CONSTRUCTION & BUILDING INSPECTORS,
GS-0081,Fire Protection Specialist,FIRE PROTECTION  PREVENTION,33-2011,3740,FIREFIGHTERS,
GS-0081,Fire Protection Inspector,FIRE PROTECTION  PREVENTION,33-2011,3740,FIREFIGHTERS,
GS-0081,Firefighter,FIRE PROTECTION  PREVENTION,33-2011,3740,FIREFIGHTERS,
GS-0085,Security Guard,SECURITY GUARD,33-9030,3930,SECURITY GUARDS & GAMING SURVEILLANCE OFFICERS,
GS-1152,Production Controller,PRODUCTION CONTROL,ov-51,140,INDUSTRIAL PRODUCTION MANAGERS,
GS-1152-0,Production Controller (Aerospace),PRODUCTION CONTROL,ov-51,140,INDUSTRIAL PRODUCTION MANAGERS,
GS-2185-0,Flight Engineer,AIRCREW TECHNICIAN,49-3011,7140,AIRCRAFT MECHANICS & SERVICE TECHNICIANS,
GS-0303-0,Clerk,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0303-0,Administrative Support Assistant,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0302-0,Messenger,MESSENGER,43-5021,5510,COURIERS & MESSENGERS,
GS-0304-0,Information Receptionist,INFORMATION RECEPTIONIST,43-4171,5400,RECEPTIONISTS & INFORMATION CLERKS,
GS-0305-0,Mail and File Clerk,MAIL  FILE,43-9051,5850,"MAIL CLERKS & MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE 
GS-0305-0,Mail Clerk,MAIL  FILE,43-9051,5850,"MAIL CLERKS & MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE 
GS-0305-0,File Clerk,MAIL  FILE,43-9051,5850,"MAIL CLERKS & MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE 
GS-0305-0,Mail and File Assistant,MAIL  FILE,43-9051,5850,"MAIL CLERKS & MAIL MACHINE OPERATORS, EXCEPT POSTAL SERVICE 
GS-0309-0,Correspondence Clerk,CORRESPONDENCE CLERK,43-4,5350,CORRESPONDENCE CLERKS & ORDER CLERKS,
GS-0203-0,Human Resources Assistant,HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Information Systems),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Classification),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Recruitment and Placement),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Employee Benefits),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Human Resource Development),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Performance Management),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Employee Relations),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0203-0,Human Resources Assistant (Labor Relations),HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-1702-0,Educational and Training Technician,EDUCATION  TRAINING TECHNICIANS,25-90,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS 
GS-0203-0,Human Resources Assistant (OA,HUMAN RESOURCESASSISTANCE,43-4161,5360,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIEMKEEPING 
GS-0303-0,Resources Assistant,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0361-0,Equal Opportunity Assistant,EQUAL OPPORTUNITY ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0086-0,Security Assistant,SECURITY CLERICAL  ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1603-0,Printing Services Assistant,EQUIPMENT FACILITIES  SERVICES ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1046-0,Language Clerk,LANGUAGE CLERICAL,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-1087-0,Editorial Assistant,EDITORIAL ASSISTANCE,43-9081,5910,PROOFREADERS & COPY MARKERS,
GS-1531-0,Statistical Assistant,STATISTICAL ASSISTANT,43-9111,5920,STATISTICAL ASSISTANTS,
GS-1021-0,Office Draftsman,OFFICE DRAFTINGSeries Discontinued,17-3010,1540,DRAFTERS,
GS-0335-0,Computer Assistant,COMPUTER CLERK  ASSISTANT,43-9011,5800,COMPUTER OPERATORS,
GS-1421-0,Archives Technician,ARCHIVES TECHNICIAN,25-4010,2400,"ARCHIVISTS, CURATORS & MUSEUM TECHNICIANS 
GS-0675-0,Medical Records Technician,MEDICAL RECORDS TECHNICIAN,29-2071,3510,MEDICAL RECORDS & HEALTH INFORMATION TECHNICIANS,
GS-0394-0,Communications Clerk,COMMUNICATIONS CLERICAL,43-2099,5030,"COMMUNICATIONS EQUIPMENT OPERATORS, ALL OTHER 
GS-0318-0,Secretary,SECRETARY,43-6010,5700,SECRETARIES & ADMINISTRATIVE ASSISTANTS,
GS-0318-0,Secretary (Stenography),SECRETARY,43-6010,5700,SECRETARIES & ADMINISTRATIVE ASSISTANTS,
GS-0318-0,Secretary (Typing),SECRETARY,43-6010,5700,SECRETARIES & ADMINISTRATIVE ASSISTANTS,
GS-0318-0,Secretary (Stenography/Office Automation),SECRETARY,43-6010,5700,SECRETARIES & ADMINISTRATIVE ASSISTANTS,
GS-0318-0,Secretary (Office Automation),SECRETARY,43-6010,5700,SECRETARIES & ADMINISTRATIVE ASSISTANTS,
GS-0313-0,Work Unit Supervisor,WORK UNIT SUPERVISING,43-1011,5000,FIRST-LINE SUPERVISORS OF OFFICE & ADMINISTRATIVE SUPPORT WORKERS,
GS-0322-0,Clerk-Typist,CLERKTYPIST,43-9022,5820,WORD PROCESSORS & TYPISTS,
GS-0319-0,Closed Microphone Reporter,CLOSED MICROPHONE REPORTER,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
GS-0326-0,Office Automation Clerk,OFFICE AUTOMATION CLERICAL  ASSISTANCE,43-9022,5820,WORD PROCESSORS & TYPISTS,
GS-0326-0,Office Automation Assistant,OFFICE AUTOMATION CLERICAL  ASSISTANCE,43-9022,5820,WORD PROCESSORS & TYPISTS,
GS-0303-0,Management Support Clerk,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0303-0,Management Support Assistant,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0303-0,Executive Support Assistant,MISCELLANEOUS CLERK  ASSISTANT,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0350-0,Equipment Operator,EQUIPMENT OPERATOR,43-9071,5900,"OFFICE MACHINE OPERATORS, EXCEPT COMPUTERS 
GS-0332-0,Computer Operator,COMPUTER OPERATION,43-9011,5800,COMPUTER OPERATORS,
GS-0356-0,Data Transcriber,DATA TRANSCRIBER,43-9021,5810,DATA ENTRY KEYERS,
GS-0299-0,Student Trainee,HUMAN RESOURCES MANAGEMENT STUDENT TRAINEE,13-1070,GS-0630,HUMAN RESOURCES WORKERS,
GS-0399-0,Student Trainee (Administrative),ADMINISTRATION  OFFICE SUPPORT STUDENT TRAINEE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0599-0,Student Trainee (Accounting and Budget),FINANCIAL MANAGEMENT STUDENT TRAINEE,13-2099,GS-0950,"FINANCIAL SPECIALISTS, ALL OTHER 
GS-0999-0,Student Trainee (Legal),LEGAL OCCUPATIONS STUDENT TRAINEE,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
GS-1099-0,Student Trainee (Information and Arts),INFORMATION  ARTS STUDENT TRAINEE,27-1010,2600,ARTISTS & RELATED WORKERS,
GS-1099-0,Student Trainee (Public Affairs),INFORMATION  ARTS STUDENT TRAINEE,27-1010,2600,ARTISTS & RELATED WORKERS,
GS-1099-0,Student Trainee (Writing and Editing),INFORMATION  ARTS STUDENT TRAINEE,27-1010,2600,ARTISTS & RELATED WORKERS,
GS-1199-0,Student Trainee (Business and Industry),BUSINESS  INDUSTRY STUDENT TRAINEE,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER 
GS-1199-0,Student Trainee (Procurement),BUSINESS  INDUSTRY STUDENT TRAINEE,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER 
GS-1299-0,Student Trainee (Copyright and Patent),COPYRIGHT  PATENT STUDENT TRAINEE,23-2090,2160,MISCELLANEOUS LEGAL SUPPORT WORKERS,
GS-1499-0,Student Trainee (Library and Archives),LIBRARY  ARCHIVES STUDENT TRAINEE,25-90,2550,"OTHER EDUCATION, TRAINING & LIBRARY WORKERS 
GS-1699-0,"Student Trainee (Equipment, Facilities, and Services) EQUIPMENT FACILITIES  SERVICES STUDENT TRAINEE,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER# 
GS-1799-0,Student Trainee (Education),EDUCATION STUDENT TRAINEE,25-3000,2340,OTHER TEACHERS & INSTRUCTORS,
GS-1899-0,Student Trainee (Investigation),INVESTIGATION STUDENT TRAINEE,13-1041,565,COMPLIANCE OFFICERS,
GS-2099-0,Student Trainee (Supply),SUPPLY STUDENT TRAINEE,13-1199,740,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER# 
GS-2199-0,Student Trainee (Transportation),TRANSPORTATION STUDENT TRAINEE,53-60,9420,"MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE & LOCK TENDERS & TRAFFIC TECHNICIANS 
GS-2299-0,Student Trainee (Information Technology),INFORMATION TECHNOLOGY TRAINEE,15-1150,1050,COMPUTER SUPPORT SPECIALISTS#,
GS-1999-0,Student Trainee (Quality Assurance),QUALITY INSPECTION STUDENT TRAINEE,51-9061,8740,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, & WEIGHERS 
GS-0299-0,Student Trainee (Equal Employment Opportunity),HUMAN RESOURCES MANAGEMENT STUDENT TRAINEE,13-1070,GS-0630,HUMAN RESOURCES WORKERS,
GS-0399-0,Student Trainee (Office Support),ADMINISTRATION  OFFICE SUPPORT STUDENT TRAINEE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0344-0,Management Assistant,MANAGEMENT  PROGRAM CLERICAL  ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0344-0,Program Assistant,MANAGEMENT  PROGRAM CLERICAL  ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0344-0,Management and Program Assistant,MANAGEMENT  PROGRAM CLERICAL  ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0344-0,Management and Program Assistant (OA),MANAGEMENT  PROGRAM CLERICAL  ASSISTANCE,43-9,5940,"MISCELLANEOUS OFFICE & ADMINISTRATIVE SUPPORT WORKERS, INCLUDING DESKTOP PUBLISHERS 
GS-0503-0,Financial Technician,FINANCIAL CLERICAL  TECHNICIAN,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0503-0,Financial Clerk,FINANCIAL CLERICAL  TECHNICIAN,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0561-0,Budget Technician,BUDGET CLERICAL  ASSISTANCE,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0561-0,Budget Clerk,BUDGET CLERICAL  ASSISTANCE,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0525-0,Accounts Maintenance Clerk,ACCOUNTING TECHNICIAN,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0525-0,Accounting Technician,ACCOUNTING TECHNICIAN,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0530-0,Cashier,CASH PROCESSING,41-2010,4720,CASHIERS,
GS-0540-0,Voucher Examiner,VOUCHER EXAMINING,43-3031,5120,"BOOKKEEPING, ACCOUNTING, & AUDITING CLERKS 
GS-0544-0,Civilian Pay Technician,CIVILIAN PAY,43-3051,5140,PAYROLL & TIMEKEEPING CLERKS,
GS-1105-0,Purchasing Agent (OA),PURCHASING,13-1023,GS-0530,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, & FARM PRODUCTS 
GS-1106-0,Procurement Technician,PROCUREMENT CLERICAL  TECHNICIAN,43-3061,5150,PROCUREMENT CLERKS,
GS-1106-0,Procurement Clerk,PROCUREMENT CLERICAL  TECHNICIAN,43-3061,5150,PROCUREMENT CLERKS,
GS-2005-0,Supply Technician,SUPPLY CLERICAL  TECHNICIAN,43-3061,5150,PROCUREMENT CLERKS,
GS-2005-0,Supply Clerk,SUPPLY CLERICAL  TECHNICIAN,43-3061,5150,PROCUREMENT CLERKS,
